N_peak_0	0.598000	0.430048
N_semi_0	30.680000	26.168001
N_comb_0	0.000000	0.400000
N_peak_1	0.238000	0.171353
N_semi_1	9.720000	7.951866
N_comb_1	6.667000	5.484474
######
N_peak_2	1.288000	0.941179
N_semi_2	66.776000	55.558426
N_comb_2	26.667000	11.208604
N_peak_3	0.402000	0.291686
N_semi_3	16.264000	12.835773
N_comb_3	6.667000	5.484474
######
